Statistical profiling result from isolate-0x140008000-46289-v8.log, (7037 ticks, 28 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2   50.0%        LazyCompile: *send /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:111:25
      2  100.0%          Function: ^json /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:250:25
      1   50.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/routes/posts.js:70:17
      1   50.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/routes/posts.js:41:23
      2   50.0%        Function: ^setCharset /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/utils.js:246:41
      2  100.0%          Function: ^send /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:111:25
      2  100.0%            Function: ^json /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:250:25
      4    1.8%      Function: ^expressInit /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/middleware/init.js:29:30
      3   75.0%        LazyCompile: *trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
      3  100.0%          LazyCompile: *next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:177:16
      3  100.0%            Function: ^query /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/middleware/query.js:39:24
      1   25.0%        Function: ^handle /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/layer.js:86:49
      1  100.0%          Function: ^trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
      1  100.0%            LazyCompile: *next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:177:16
      4    1.8%      Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:204:37
      4  100.0%        Function: ^optionsCallback /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:198:34
      4  100.0%          Function: ^corsMiddleware /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:203:35
      4  100.0%            LazyCompile: *trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
      3    1.4%      LazyCompile: *expressInit /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/middleware/init.js:29:30
      3  100.0%        LazyCompile: *trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
      3  100.0%          LazyCompile: *next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:177:16
      3  100.0%            LazyCompile: *query /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/middleware/query.js:39:24
      3    1.4%      LazyCompile: *applyHeaders /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:144:24
      3  100.0%        LazyCompile: *applyHeaders /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:144:24
      3  100.0%          LazyCompile: *applyHeaders /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:144:24
      1   33.3%            LazyCompile: *cors /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:159:16
      1   33.3%            LazyCompile: *<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:204:37
      1   33.3%            Function: ^cors /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:159:16
      3    1.4%      LazyCompile: *Query /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:63:15
      3  100.0%        Function: ^model.Query /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:4984:25
      3  100.0%          Function: ^findOne /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:2248:33
      3  100.0%            Function: ^findById /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:2206:35
      3    1.4%      LazyCompile: *Document.$toObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3279:40
      2   66.7%        Function: ^Document.toJSON /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3822:37
      2  100.0%          T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
      2  100.0%            Function: ^stringify /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:1155:20
      1   33.3%        Function: ^Document.toObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3559:39
      1  100.0%          Function: ^Model.$__handleSave /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:239:41
      1  100.0%            Function: ^Model.$__save /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:375:35
      3    1.4%      LazyCompile: *Document /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:73:18
      3  100.0%        Function: ^Model /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:100:15
      2   66.7%          Function: ^model /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:4911:27
      2  100.0%            Function: ^createModel /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/queryhelpers.js:95:43
      1   33.3%          LazyCompile: *model /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:4911:27
      1  100.0%            LazyCompile: *completeMany /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/query/completeMany.js:22:22
      3    1.4%      Function: ^toError /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/utils.js:126:23
      3  100.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/operations/common_functions.js:252:64
      3  100.0%          Function: ^handler /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/sdam/topology.js:960:21
      3  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/cmap/connection_pool.js:347:21
      3    1.4%      Function: ^stringify /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:1155:20
      3  100.0%        Function: ^json /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:250:25
      2   66.7%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/routes/posts.js:70:17
      2  100.0%            T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
      1   33.3%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/routes/categories.js:14:17
      1  100.0%            T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
      3    1.4%      Function: ^removeHeader node:_http_outgoing:774:63
      3  100.0%        Function: ^write /Users/alexsandr/Downloads/blog-app_2/api/node_modules/finalhandler/index.js:275:18
      3  100.0%          Function: ^send /Users/alexsandr/Downloads/blog-app_2/api/node_modules/finalhandler/index.js:274:15
      3  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/finalhandler/index.js:86:19
      3    1.4%      Function: ^parse /Users/alexsandr/Downloads/blog-app_2/api/node_modules/content-type/index.js:106:16
      2   66.7%        Function: ^setCharset /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/utils.js:246:41
      2  100.0%          Function: ^send /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:111:25
      2  100.0%            Function: ^json /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:250:25
      1   33.3%        LazyCompile: *send /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:111:25
      1  100.0%          LazyCompile: *json /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:250:25
      1  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/routes/users.js:41:23
      3    1.4%      Function: ^databaseNamespace /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/wireprotocol/shared.js:96:27
      2   66.7%        Function: ^_command /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/wireprotocol/command.js:41:18
      2  100.0%          Function: ^command /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/wireprotocol/command.js:19:17
      2  100.0%            Function: ^command /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/cmap/connection.js:183:10
      1   33.3%        Function: ^Msg /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/connection/msg.js:45:14
      1  100.0%          Function: ^_command /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/wireprotocol/command.js:41:18
      1  100.0%            Function: ^command /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/wireprotocol/command.js:19:17
      3    1.4%      Function: ^ObjectID /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/objectid.js:37:33
      3  100.0%        LazyCompile: ~castObjectId /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/cast/objectid.js:6:39
      3  100.0%          Function: ^ObjectId.cast /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schema/objectid.js:224:35
      3  100.0%            Function: ^SchemaType.applySetters /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:1116:45
     93    3.0%    Function: ^handleWriteReq node:internal/stream_base_commons:45:24
     93  100.0%      Function: ^writeGeneric node:internal/stream_base_commons:147:22
     62   66.7%        LazyCompile: *writeOrBuffer node:internal/streams/writable:368:23
     61   98.4%          LazyCompile: *_write node:internal/streams/writable:286:16
     61  100.0%            Function: ^Writable.write node:internal/streams/writable:336:36
      1    1.6%          Function: ^_write node:internal/streams/writable:286:16
      1  100.0%            Function: ^Writable.write node:internal/streams/writable:336:36
     31   33.3%        Function: ^Socket._writeGeneric node:net:931:42
     31  100.0%          Function: ^Socket._write node:net:973:35
     31  100.0%            Function: ^writeOrBuffer node:internal/streams/writable:368:23
     75    2.4%    Function: ^MongooseError /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/error/mongooseError.js:7:1
     35   46.7%      Function: ^CastError /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/error/cast.js:21:14
     21   60.0%        Function: ^exec /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4494:37
     21  100.0%          Function: ^Query.then /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4591:32
     21  100.0%            T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
     14   40.0%        Function: ^ObjectId.cast /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schema/objectid.js:224:35
     14  100.0%          Function: ^SchemaType.applySetters /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:1116:45
     14  100.0%            LazyCompile: ~SchemaType._castForQuery /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:1600:46
     22   29.3%      Function: ^MongooseServerSelectionError /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/error/serverSelection.js:26:1
     22  100.0%        Function: ^Model.$wrapCallback /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:5094:31
     16   72.7%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4509:38
     12   75.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/promiseOrCallback.js:31:22
      4   25.0%            LazyCompile: *exec /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4494:37
      6   27.3%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:503:58
      6  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/promiseOrCallback.js:31:22
     10   13.3%      Function: ^ParallelSaveError /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/error/parallelSave.js:16:14
     10  100.0%        Function: ^Model.save /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:481:32
     10  100.0%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/routes/categories.js:4:18
      5   50.0%            Function: ^handle /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/layer.js:86:49
      4   40.0%            LazyCompile: *dispatch /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/route.js:101:45
      1   10.0%            LazyCompile: *handle /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/layer.js:86:49
      4    5.3%      Function: ^VersionError /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/error/version.js:18:14
      4  100.0%        Function: ^generateVersionError /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:438:30
      4  100.0%          Function: ^Model.save /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:481:32
      4  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/routes/categories.js:4:18
      4    5.3%      Function: ^ParallelValidateError /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/error/parallelValidate.js:17:14
      4  100.0%        Function: ^Document.validate /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:2251:39
      4  100.0%          Function: ^validateBeforeSave /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/plugins/validateBeforeSave.js:9:56
      4  100.0%            Function: ^callMiddlewareFunction /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:480:32
     68    2.2%    Function: ^readSync node:fs:701:18
     68  100.0%      Function: ^tryReadSync node:fs:440:21
     68  100.0%        Function: ^readFileSync node:fs:461:22
     61   89.7%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1377:37
     61  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:1190:33
      5    7.4%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1377:37
      5  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:1190:33
      2    2.9%          LazyCompile: ~Module._extensions..json node:internal/modules/cjs/loader:1430:39
      2  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:1190:33
     51    1.6%    LazyCompile: *deserializeObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/parser/deserializer.js:43:33
     43   84.3%      LazyCompile: *deserializeObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/parser/deserializer.js:43:33
     31   72.1%        LazyCompile: *deserializeObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/parser/deserializer.js:43:33
     16   51.6%          LazyCompile: *deserializeObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/parser/deserializer.js:43:33
     15   93.8%            Function: ^deserialize /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/parser/deserializer.js:19:27
      1    6.3%            LazyCompile: *deserializeObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/parser/deserializer.js:43:33
     15   48.4%          Function: ^deserialize /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/parser/deserializer.js:19:27
     15  100.0%            Function: ^BSON.deserialize /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/bson.js:134:38
     12   27.9%        Function: ^deserialize /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/parser/deserializer.js:19:27
     12  100.0%          Function: ^BSON.deserialize /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/bson.js:134:38
     12  100.0%            Function: ^parse /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/connection/msg.js:178:8
      8   15.7%      Function: ^deserialize /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/parser/deserializer.js:19:27
      8  100.0%        Function: ^BSON.deserialize /Users/alexsandr/Downloads/blog-app_2/api/node_modules/bson/lib/bson/bson.js:134:38
      8  100.0%          Function: ^parse /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/core/connection/msg.js:178:8
      8  100.0%            Function: ^messageHandler /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongodb/lib/cmap/connection.js:251:33
     44    1.4%    LazyCompile: *clone /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/clone.js:30:15
     35   79.5%      LazyCompile: *Document.$toObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3279:40
     30   85.7%        Function: ^Document.toJSON /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3822:37
     30  100.0%          T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
     16   53.3%            LazyCompile: *json /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:250:25
     14   46.7%            Function: ^stringify /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:1155:20
      5   14.3%        Function: ^Document.toObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3559:39
      5  100.0%          Function: ^Model.$__handleSave /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:239:41
      5  100.0%            Function: ^Model.$__save /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/model.js:375:35
      5   11.4%      Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:1198:30
      5  100.0%        T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
      5  100.0%          Function: ^SchemaType.doValidate /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:1183:43
      5  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:2537:23
      2    4.5%      LazyCompile: *cloneObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/clone.js:109:21
      2  100.0%        LazyCompile: *clone /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/clone.js:30:15
      2  100.0%          LazyCompile: *Document.$toObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3279:40
      2  100.0%            Function: ^Document.toObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3559:39
      2    4.5%      Function: ^Document.$toObject /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3279:40
      2  100.0%        Function: ^Document.toJSON /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:3822:37
      2  100.0%          T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
      2  100.0%            Function: ^stringify /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/response.js:1155:20
     35    1.1%    LazyCompile: *CastError /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/error/cast.js:21:14
     20   57.1%      LazyCompile: *exec /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4494:37
     20  100.0%        Function: ^Query.then /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4591:32
     20  100.0%          T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
     20  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:67:35
      8   22.9%      Function: ^ObjectId.cast /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schema/objectid.js:224:35
      8  100.0%        Function: ^SchemaType.applySetters /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:1116:45
      8  100.0%          LazyCompile: ~SchemaType._castForQuery /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:1600:46
      8  100.0%            LazyCompile: ~SchemaType.castForQuery /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/schematype.js:1581:45
      7   20.0%      Function: ^exec /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4494:37
      7  100.0%        Function: ^Query.then /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4591:32
      7  100.0%          T node::builtins::SetInternalLoaders(v8::FunctionCallbackInfo<v8::Value> const&)
      7  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:67:35
     34    1.1%    LazyCompile: *next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:177:16
     21   61.8%      LazyCompile: *handle /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:136:31
     21  100.0%        Function: ^router /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:46:18
     21  100.0%          LazyCompile: *trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
     21  100.0%            LazyCompile: *next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:177:16
      3    8.8%      Function: ^handle /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:136:31
      3  100.0%        Function: ^router /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:46:18
      3  100.0%          Function: ^handle /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/layer.js:86:49
      3  100.0%            Function: ^trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
      2    5.9%      LazyCompile: *jsonParser /Users/alexsandr/Downloads/blog-app_2/api/node_modules/body-parser/lib/types/json.js:101:30
      2  100.0%        LazyCompile: *trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
      2  100.0%          LazyCompile: *next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:177:16
      1   50.0%            LazyCompile: *jsonParser /Users/alexsandr/Downloads/blog-app_2/api/node_modules/body-parser/lib/types/json.js:101:30
      1   50.0%            LazyCompile: *expressInit /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/middleware/init.js:29:30
      2    5.9%      Function: ^jsonParser /Users/alexsandr/Downloads/blog-app_2/api/node_modules/body-parser/lib/types/json.js:101:30
      2  100.0%        LazyCompile: *trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
      2  100.0%          LazyCompile: *next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:177:16
      1   50.0%            LazyCompile: *expressInit /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/middleware/init.js:29:30
      1   50.0%            Function: ^expressInit /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/middleware/init.js:29:30
      2    5.9%      Function: ^cors /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:159:16
      2  100.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:219:57
      2  100.0%          Function: ^originCallback /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:213:39
      2  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:204:37
      1    2.9%      LazyCompile: *cors /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:159:16
      1  100.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:219:57
      1  100.0%          Function: ^originCallback /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:213:39
      1  100.0%            Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:204:37
      1    2.9%      LazyCompile: *<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:204:37
      1  100.0%        Function: ^optionsCallback /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:198:34
      1  100.0%          Function: ^corsMiddleware /Users/alexsandr/Downloads/blog-app_2/api/node_modules/cors/lib/index.js:203:35
      1  100.0%            LazyCompile: *trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
      1    2.9%      Function: ^expressInit /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/middleware/init.js:29:30
      1  100.0%        Function: ^handle /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/layer.js:86:49
      1  100.0%          Function: ^trim_prefix /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:293:23
      1  100.0%            LazyCompile: *next /Users/alexsandr/Downloads/blog-app_2/api/node_modules/express/lib/router/index.js:177:16
      1    2.9%      Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/body-parser/lib/read.js:79:34
      1  100.0%        Function: ^runInAsyncScope node:async_hooks:197:18
      1  100.0%          Function: ^invokeCallback /Users/alexsandr/Downloads/blog-app_2/api/node_modules/raw-body/index.js:230:29
      1  100.0%            Function: ^done /Users/alexsandr/Downloads/blog-app_2/api/node_modules/raw-body/index.js:213:17
     33    1.1%    LazyCompile: *nextTick node:internal/process/task_queues:103:18
      5   15.2%      LazyCompile: *Readable.read node:internal/streams/readable:446:35
      3   60.0%        Function: ^flow node:internal/streams/readable:1061:14
      2   66.7%          LazyCompile: *readableAddChunk node:internal/streams/readable:286:26
      2  100.0%            Function: ^Readable.push node:internal/streams/readable:277:35
      1   33.3%          Function: ^resume_ node:internal/streams/readable:1037:17
      1  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:67:35
      2   40.0%        LazyCompile: *flow node:internal/streams/readable:1061:14
      1   50.0%          LazyCompile: *readableAddChunk node:internal/streams/readable:286:26
      1  100.0%            Function: ^Readable.push node:internal/streams/readable:277:35
      1   50.0%          Function: ^resume_ node:internal/streams/readable:1037:17
      1  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:67:35
      5   15.2%      Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:369:20
      4   80.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/query.js:4517:43
      4  100.0%          Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/kareem/index.js:22:37
      4  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:67:35
      1   20.0%        Function: ^<anonymous> /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:2290:38
      1  100.0%          Function: ^promiseOrCallback /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/helpers/promiseOrCallback.js:8:44
      1  100.0%            Function: ^Document.validate /Users/alexsandr/Downloads/blog-app_2/api/node_modules/mongoose/lib/document.js:2251:39
      4   12.1%      Function: ^emitReadable node:internal/streams/readable:618:22
      3   75.0%        LazyCompile: *readableAddChunk node:internal/streams/readable:286:26
      3  100.0%          Function: ^Readable.push node:internal/streams/readable:277:35
      3  100.0%            Function: ^parserOnMessageComplete node:_http_common:137:33
